Seq#	Kingdom	Phylum	Class	Order	Family	Genus	Species	V8	V9	V10	V11	V12	V13
Seq_193	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	NA	NA	100	100	100	100	100	72
Seq_194	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	100	100	100	100	100	80
Seq_195	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	NA	100	100	100	100	100	96
Seq_196	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	arvensicola	100	100	100	100	100	97
Seq_197	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	NA	100	100	100	100	100	99
Seq_198	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	NA	100	100	100	95	95	95
Seq_199	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA	NA	100	100	100	100	94	94
Seq_200	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	100	100	100	99	99	97
Seq_201	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	100	100	100	100	100	100
Seq_202	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	NA	100	100	100	100	98	98
Seq_203	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA	100	100	100	100	100	55
Seq_204	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA	100	100	100	100	100	100
Seq_205	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA	NA	100	100	100	100	100	100
Seq_206	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	100
Seq_207	Bacteria	Actinobacteria	MB-A2-108	NA	NA	NA	NA	100	100	100	100	100	100
Seq_208	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	sanxanigenens	100	100	100	100	100	99
Seq_209	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	NA	100	100	100	100	100	100
Seq_210	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	100	100	100	99	99	94
Seq_211	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	NA	100	100	100	100	100	100
Seq_212	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	brevitalea	100	100	100	100	100	99
Seq_213	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Tardiphaga	robiniae	100	100	100	100	100	86
Seq_214	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	NA	100	100	100	100	100	77
Seq_215	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA	NA	100	100	100	100	100	98
Seq_216	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	glacialis	100	100	100	100	99	89
Seq_217	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	100	100	100	100	100	89
Seq_218	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	100	100	100	100	100
Seq_219	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	100	100	100	100	100	100
Seq_220	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	100	100	100	100	100	53
Seq_221	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24	NA	NA	NA	100	100	100	100	100	100
Seq_222	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	100	100	100	100	97
Seq_223	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA	100	100	100	100	100	97
Seq_224	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	NA	100	100	100	100	100	65
Seq_225	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	NA	100	100	100	100	100	96
Seq_226	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA	100	100	100	100	100	99
Seq_227	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA	100	100	100	100	100	96
Seq_228	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA	100	100	100	100	100	99
Seq_229	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Uliginosibacterium	NA	100	100	100	100	100	100
Seq_230	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	gandavensis	100	100	100	100	100	100
Seq_231	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA	NA	100	100	100	100	98	98
Seq_232	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	100
Seq_233	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Xylophilus	NA	100	100	100	100	100	56
Seq_234	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Caenimonas	NA	100	100	100	100	100	92
Seq_235	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA	100	100	100	100	100	100
Seq_236	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Hydrogenophaga	palleronii	100	100	100	100	100	99
Seq_237	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	100
Seq_238	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Candidimonas	NA	100	100	100	100	99	77
Seq_239	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	99	94	72	66	33	33
Seq_240	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Limnohabitans	NA	100	100	100	100	100	63
Seq_241	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	100	100	98
Seq_242	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Herbaspirillum	NA	100	100	100	100	100	93
Seq_243	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	100
Seq_244	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ramlibacter	NA	100	100	100	100	100	90
Seq_245	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	NA	100	100	100	100	100	100
Seq_246	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA	100	100	100	100	100	98
Seq_247	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	NA	100	100	100	100	100	100
Seq_248	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Janthinobacterium	NA	100	100	100	100	100	80
Seq_249	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA	100	100	100	100	100	72
Seq_250	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Archangium	NA	100	100	100	100	63	63
Seq_251	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	NA	NA	NA	100	100	99	53	30	26
Seq_252	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	100
Seq_253	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA	100	100	100	100	100	100
Seq_254	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA	100	100	100	100	100	98
Seq_255	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Aetherobacter	NA	100	100	100	100	100	100
Seq_256	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA	100	100	100	100	100	93
Seq_257	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae	NA	NA	100	100	100	100	100	98
Seq_258	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	NA	100	100	100	100	98	98
Seq_259	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	NA	NA	NA	100	99	99	99	99	99
Seq_260	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylophilus	NA	100	100	100	100	100	100
Seq_261	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Pseudoflavitalea	NA	100	100	100	100	100	96
Seq_262	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	NA	100	100	100	100	100	100
Seq_263	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	NA	100	100	100	100	100	100
Seq_264	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	100
Seq_265	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	100	100	100
Seq_266	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	antarcticus	100	100	100	100	100	75
Seq_267	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	100	100	100	100	100	89
Seq_268	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Filimonas	NA	100	100	100	100	100	94
Seq_269	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA	100	100	100	100	100	100
Seq_270	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Lysinimonas	NA	100	100	100	100	100	74
Seq_271	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	NA	100	100	100	95	95	64
Seq_272	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	NA	NA	100	100	100	100	100	100
Seq_273	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	NA	100	100	100	100	100	100
Seq_274	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA	100	100	100	100	100	100
Seq_275	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	98
Seq_276	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna	NA	100	100	100	100	100	61
Seq_277	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	NA	100	100	100	100	100	100
Seq_278	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Filimonas	NA	100	100	100	100	100	98
Seq_279	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA	100	100	100	100	100	100
Seq_280	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA	NA	100	100	100	100	100	97
Seq_281	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	100	100	57
Seq_282	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	limnophila	100	100	100	100	100	100
Seq_283	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	NA	100	100	100	100	100	99
Seq_284	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	NA	100	100	100	100	100	100
Seq_285	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	NA	100	100	100	100	100	100
Seq_286	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	soli	100	100	100	100	100	100
Seq_287	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA	100	100	100	100	100	100
Seq_288	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	mucosissima	100	100	100	100	100	100
Seq_289	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	NA	100	100	100	100	100	100
Seq_290	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	NA	100	100	100	100	100	100
Seq_291	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	NA	100	100	100	100	100	100
Seq_292	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	100	100	100	100	43	43
Seq_293	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	NA	NA	NA	100	100	100	65	48	37
Seq_294	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	OLB12	NA	100	100	100	100	100	100
Seq_295	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA	NA	100	100	100	100	100	100
Seq_296	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polaromonas	NA	100	100	100	100	100	93
Seq_297	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	spinosum	100	100	100	100	100	100
Seq_298	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	hamtensis	100	100	100	100	100	100
Seq_299	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	100	100	100	100	97	46
Seq_300	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	100	100	100	100	100	100
Seq_301	Bacteria	Actinobacteria	MB-A2-108	NA	NA	NA	NA	100	100	100	100	100	100
Seq_302	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	NA	100	100	100	100	100	100
Seq_303	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Janthinobacterium	NA	100	100	100	100	100	100
Seq_304	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	100	100	100	100	100	99
Seq_305	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	NA	100	100	100	100	100	100
Seq_306	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Herminiimonas	NA	100	100	100	100	99	94
Seq_307	Bacteria	Acidobacteria	Holophagae	Subgroup_7	NA	NA	NA	100	100	100	100	100	100
Seq_308	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	endophyticus	100	100	100	100	100	100
Seq_309	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Arsenicitalea	NA	100	100	100	100	100	94
Seq_310	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA	100	100	100	100	100	99
Seq_311	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	japonica	100	100	100	100	100	100
Seq_312	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	NA	100	100	100	100	100	90
Seq_313	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA	100	100	100	100	100	100
Seq_314	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	NA	100	100	100	100	100	100
Seq_315	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	100	100	100
Seq_316	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineosporia	rhamnosa	100	100	100	100	100	83
Seq_317	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100
Seq_318	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA	100	100	100	100	100	65
Seq_319	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	100	100	100	100	99	32
Seq_320	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	100	100	100	100	100	88
Seq_321	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	100	100	100	100	100	100
Seq_322	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Actimicrobium	NA	100	100	100	100	99	61
Seq_323	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA	100	100	100	100	100	100
Seq_324	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium	NA	100	100	100	100	100	100
Seq_325	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	stibiiresistens	100	100	100	100	100	100
Seq_326	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	NA	NA	NA	100	100	100	100	100	100
Seq_327	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA	100	100	100	100	100	99
Seq_328	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA	100	100	100	100	100	94
Seq_329	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	koreensis	100	100	100	100	100	100
Seq_330	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	NA	100	100	100	100	100	80
Seq_331	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	100	100	100	100	100	85
Seq_332	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	IMCC26134	NA	100	100	100	100	100	100
Seq_333	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA	100	100	100	100	100	97
Seq_334	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	NA	100	100	100	100	100	100
Seq_335	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rhizobacter	NA	100	100	100	100	100	61
Seq_336	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	NA	100	100	100	100	100	100
Seq_337	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA	NA	100	100	100	100	100	100
Seq_338	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA	100	91	79	67	67	67
Seq_339	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	NA	100	100	100	100	100	99
Seq_340	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	NA	100	100	100	100	100	100
Seq_341	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae	Cryptosporangium	NA	100	100	100	100	100	100
Seq_342	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Pseudoflavitalea	NA	100	100	100	100	100	58
Seq_343	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Ellin6067	NA	100	100	100	100	100	100
Seq_344	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	100	100	100	100	99	90
Seq_345	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus_Nitrososphaera	NA	100	100	100	100	100	100
Seq_346	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	NA	100	100	100	100	100	100
Seq_347	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	92	92	92
Seq_348	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	NA	NA	100	100	100	100	74	41
Seq_349	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	NA	100	100	100	100	100	100
Seq_350	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	100	100	100	100	100	98
Seq_351	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	100	100	100	100	100	90
Seq_352	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	mexicana	100	100	100	100	100	100
Seq_353	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Xylophilus	NA	100	100	100	100	100	98
Seq_354	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinocorallia	NA	100	100	100	100	100	99
Seq_355	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	NA	100	100	100	100	100	100
Seq_356	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA	100	100	100	99	99	72
Seq_357	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Xylophilus	NA	100	100	100	100	100	58
Seq_358	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	NA	100	100	100	100	100	55
Seq_359	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	100	100	100	100	97	97
Seq_360	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rugamonas	rubra	100	100	100	100	100	52
Seq_361	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA	100	100	100	100	100	100
Seq_362	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	100	100	100
Seq_363	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	100	100	100	100	100	100
Seq_364	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	NA	100	100	100	100	100	100
Seq_365	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	NA	100	100	100	100	100	100
Seq_366	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA	NA	100	100	100	100	100	64
Seq_367	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Methylibium	NA	100	100	100	100	100	50
Seq_368	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA	NA	100	100	100	100	100	100
Seq_369	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	NA	100	100	100	100	99	72
Seq_370	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	NA	100	100	100	100	100	98
Seq_371	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	psychrophila	100	100	100	100	100	98
Seq_372	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA	100	100	100	100	100	100
Seq_373	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	100	100	100	100	100	100
Seq_374	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Pyrinomonadales	Pyrinomonadaceae	RB41	NA	100	100	100	100	100	100
Seq_375	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA	100	100	100	100	100	92
Seq_376	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA	NA	100	100	100	100	100	99
Seq_377	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	NA	100	100	100	100	100	91
